Gene	corr	p.value	p.adj	Module
OR5BM1P	0.234389696165108	0.0376032011742887	1	MEturquoise
AC111152.2	0.300137048309066	0.00720071212360022	1	MEturquoise
AC119751.3	0.109198331676549	0.33807565183491	1	MEturquoise
GRXCR1	0.819382819744604	2.71298640305085e-20	9.7043523637129e-17	MEturquoise
AGAP10P	0.183140155531556	0.10619478173969	1	MEturquoise
AC068418.1	0.772466861765965	7.62501281231304e-17	2.68857951762158e-13	MEturquoise
RPL7P47	-0.215819087257993	0.0561017404628031	1	MEturquoise
CD28	-0.379239271323038	0.000567404010896222	1	MEturquoise
IRX4	0.827596490655197	5.32584987902048e-21	1.91091493659255e-17	MEturquoise
Z98257.1	-0.353054515986967	0.00141565136691789	1	MEturquoise
AQP7P1	0.399203350578027	0.00026802208986517	0.705166118435263	MEturquoise
KRTAP5-11	0.675431962127381	8.62040702071908e-12	2.91800777651341e-08	MEturquoise
AC105053.1	-0.616559285958842	1.45183154774859e-09	4.75765198197212e-06	MEturquoise
DDX11L10	0.180399863983704	0.111619801963751	1	MEturquoise
AL355922.3	-0.646489156912029	1.23138225174295e-10	4.1140481030732e-07	MEturquoise
AP006295.1	0.729810250548393	2.3527016359567e-14	8.18269628985741e-11	MEturquoise
AC010200.1	0.706414304869016	3.51489983359044e-13	1.21158597263862e-09	MEturquoise
AC012629.1	0.725317414297118	4.04007720094271e-14	1.4031188118874e-10	MEturquoise
AL583843.1	0.771295418713051	9.07154906283718e-17	3.19681388974382e-13	MEturquoise
ITIH1	0.217445522973133	0.0542301550029851	1	MEturquoise
HNRNPA1P3	-6.20238305529523e-05	0.999567153430111	1	MEturquoise
LINC02055	0.108953037149687	0.339168445358421	1	MEturquoise
SMPD4P1	-0.275657542497663	0.0139368494038297	1	MEturquoise
AC234771.4	0.298500138947328	0.00753892021041257	1	MEturquoise
RUFY4	-0.719475772364748	8.0332777271588e-14	2.78112074914238e-10	MEturquoise
HLA-T	0.0264326673618851	0.81713276202687	1	MEturquoise
AC015853.2	-0.116519460115249	0.306483494058804	1	MEturquoise
CASC8	0.346360998942271	0.00176690977645276	1	MEturquoise
AL133373.2	0.628340920650904	5.67277522119464e-10	1.87144854547211e-06	MEturquoise
AC024451.2	-0.533336281892973	4.17913333997148e-07	0.00128382976203924	MEturquoise
AC091939.1	0.255167093325249	0.0232358154022791	1	MEturquoise
HAS2-AS1	0.596559583638211	6.56624421403435e-09	2.13074624745415e-05	MEturquoise
AL136114.1	-0.32871428681539	0.00309873166950714	1	MEturquoise
LINC02634	-0.0754467588608649	0.508715132238802	1	MEturquoise
AC073578.2	0.7903070454071	4.73075907569541e-18	1.67610794051889e-14	MEturquoise
RPL18AP14	0.691996278437692	1.63744945912856e-12	5.59843970076053e-09	MEturquoise
AC127455.1	-0.483791412859159	6.27758229445854e-06	0.0184121488696469	MEturquoise
AL513323.1	-0.30103347826806	0.00702121414874214	1	MEturquoise
BNC1	-0.767492918337884	1.58313463372211e-16	5.57580017996928e-13	MEturquoise
TDRD1	0.740368699188148	6.32192721358201e-15	2.20761698298284e-11	MEturquoise
AC055716.1	0.243463050916267	0.0306103438058854	1	MEturquoise
MTND1P23	0.127250916091564	0.263757771774783	1	MEturquoise
LINC01865	0.442656545537847	4.41047963823471e-05	0.123581639463336	MEturquoise
AC241377.3	-0.11390637097288	0.317531926321873	1	MEturquoise
RASSF10	-0.559032830941211	8.57134901987532e-08	0.000269911780635874	MEturquoise
AC104692.1	0.0829326219770243	0.467455575611081	1	MEturquoise
LINC02618	0.749012338120795	2.054636553926e-15	7.20150112151063e-12	MEturquoise
PKLR	0.795503815206167	2.000147907438e-18	7.10252521931235e-15	MEturquoise
AC102945.2	0.938631460260917	2.44641734069176e-37	9.07131549928503e-34	MEturquoise
AP003472.2	0.468090942673006	1.36107503103087e-05	0.0392534038949302	MEturquoise
ADAMTS7	-0.820615645611545	2.13612387875915e-20	7.64305123820025e-17	MEturquoise
COL6A6	0.189519445364365	0.094360003385952	1	MEturquoise
SNORD3B-2	-0.557595814229015	9.39868512868054e-08	0.000295024726189282	MEturquoise
AC061975.3	0.596535688773122	6.57768907444727e-09	2.1338023357507e-05	MEturquoise
TRABD2B	-0.747539401206834	2.49633872913199e-15	8.73968189069108e-12	MEturquoise
AC007387.1	-0.162118560714507	0.153454327848199	1	MEturquoise
AC063952.1	-0.0971574471730376	0.394320883575169	1	MEturquoise
AP001978.1	0.645655675828857	1.32382646913145e-10	4.42025658042989e-07	MEturquoise
NPFFR2	-0.127643480895106	0.262275307764719	1	MEturquoise
HIST1H4L	0.357236019983181	0.00122958955911346	1	MEturquoise
ROPN1L-AS1	-0.560921772441527	7.58853110249014e-08	0.000239418156283564	MEturquoise
AP003730.2	0.709858204140009	2.4005769857907e-13	8.27959002399213e-10	MEturquoise
AC009646.2	-0.269791913717618	0.0161941233879044	1	MEturquoise
SERPINB9P1	0.167567277496834	0.139919737501991	1	MEturquoise
UBL5P4	0.115683273180042	0.309991478265284	1	MEturquoise
LINC02289	-0.433267594755088	6.65201021190639e-05	0.183728522052854	MEturquoise
COL1A2	-0.55968339532068	8.21996723789095e-08	0.000258928967993565	MEturquoise
LINC00381	0.813697721689144	7.98375290108866e-20	2.85099816097876e-16	MEturquoise
AL355297.2	-0.581823359597104	1.871824586378e-08	6.00855692227339e-05	MEturquoise
CNN2P6	0.435396725188661	6.06651990034335e-05	0.168406592433531	MEturquoise
AL021392.1	-0.502425956273344	2.38099603010373e-06	0.00710489215382952	MEturquoise
AP000936.1	-0.30112578089535	0.00700295739106948	1	MEturquoise
LMLN2	0.806961050513623	2.73774643897542e-19	9.76280380138636e-16	MEturquoise
RSU1P2	0.301005979937927	0.0070266612036083	1	MEturquoise
AL109761.1	0.404431485873312	0.000218489034973086	0.580525365923489	MEturquoise
MIR4643	0.643327682051613	1.61857478174871e-10	5.3963283223502e-07	MEturquoise
XKR5	-0.59377092680478	8.03834680240325e-09	2.60201285993793e-05	MEturquoise
RASGRP3	0.878274022354435	2.18280723160993e-26	7.97161200983947e-23	MEturquoise
CASP8	-0.254374059608721	0.0236826098575498	1	MEturquoise
AC124068.1	-0.235319025674537	0.0368306211792947	1	MEturquoise
CXCL3	-0.420737671272287	0.000113008694728803	0.307157632272886	MEturquoise
FRMPD4-AS1	0.167777455053429	0.139416310877901	1	MEturquoise
ISLR2	0.956367178169787	6.75771191863083e-43	2.5260327151842e-39	MEturquoise
SPATA22	0.0722072083635512	0.527133153017682	1	MEturquoise
KRT7	0.0319088131413772	0.780120297738459	1	MEturquoise
AC016405.3	-0.81070875491571	1.38769492074097e-19	4.95268317212453e-16	MEturquoise
CT55	0.424763988750413	9.55288220269564e-05	0.26146238588778	MEturquoise
LINC01456	-0.395978077174983	0.000303523237717111	0.794623836343396	MEturquoise
AL356585.2	0.444864654350177	3.99712753991123e-05	0.112399226422304	MEturquoise
AC103591.3	-0.561682686887762	7.22368149372776e-08	0.000228051624756986	MEturquoise
KRT125P	0.399689121257182	0.000263018683205006	0.693574235384141	MEturquoise
FAM66A	0.105413545030875	0.355183649406035	1	MEturquoise
SNX31	0.320862763866078	0.0039380553189902	1	MEturquoise
SLCO6A1	0.784003557309915	1.30170748141744e-17	4.59893253184781e-14	MEturquoise
AC010330.1	-0.227739233921613	0.0435355561046006	1	MEturquoise
TBR1	0.867467201815551	4.67660744090978e-25	1.70181744774707e-21	MEturquoise
ZNF725P	0.512228796206074	1.39673803219331e-06	0.00420557821493405	MEturquoise
AC127496.1	-0.652356096885287	7.35086135373277e-11	2.46253855350048e-07	MEturquoise
AC083801.2	0.26121869081249	0.0200567243998435	1	MEturquoise
EIF4A1P1	0.373739263362627	0.000691940322737803	1	MEturquoise
NLRP6	-0.52299072927224	7.62698807932384e-07	0.00232012977373031	MEturquoise
AC079448.1	0.105611204210304	0.354277154571724	1	MEturquoise
SLC17A6	0.931912372466548	1.17685345528478e-35	4.35200407764312e-32	MEturquoise
AL137002.1	0.254765730451834	0.0234610379525396	1	MEturquoise
ABO	0.912940617570867	1.0572010232269e-31	3.89261416752144e-28	MEturquoise
AC138761.1	0.177962632876972	0.116622770025513	1	MEturquoise
AC105105.1	-0.533273601675877	4.19464725032447e-07	0.00128775670584961	MEturquoise
AC009487.3	0.713549445570645	1.58541269614266e-13	5.47443003978061e-10	MEturquoise
MIR1-1HG-AS1	0.933922468846334	3.85609229777479e-36	1.427910977866e-32	MEturquoise
ELOBP3	0.193827739217267	0.086971942104818	1	MEturquoise
LINC01697	-0.224515521706947	0.0466787089643166	1	MEturquoise
MIR3190	-0.297730425687417	0.00770272407134085	1	MEturquoise
RIT2	0.947416091054837	7.53557451334856e-40	2.80323371896567e-36	MEturquoise
WNT9B	-0.217505316517297	0.0541623343678187	1	MEturquoise
OR9R1P	-0.2168345335173	0.0549271573894913	1	MEturquoise
AC104619.1	0.226750739303899	0.0444801498358846	1	MEturquoise
CASP12	-0.221369395866894	0.0499244319345986	1	MEturquoise
MIR3153	-0.386776155727317	0.000429866061915429	1	MEturquoise
AC087633.2	0.65576122943296	5.42052558567055e-11	1.8196704391096e-07	MEturquoise
AC068308.1	-0.200748468898793	0.0760701389217557	1	MEturquoise
IGLV5-37	-0.171213204012797	0.131379433031974	1	MEturquoise
AC007663.1	0.604304189504243	3.70588043060505e-09	1.206634668205e-05	MEturquoise
HSPA9P1	0.720173404597478	7.40696729671255e-14	2.5665141683109e-10	MEturquoise
RPL23AP93	0.576209922244979	2.75234960201071e-08	8.80201402723025e-05	MEturquoise
TNNT1	0.594858458772375	7.43029766402545e-09	2.40815947291065e-05	MEturquoise
RBPMS	0.955506560520951	1.41060697662422e-42	5.27143827164471e-39	MEturquoise
AP002759.1	0.766366647647963	1.86324388858689e-16	6.56048173171444e-13	MEturquoise
AC005000.1	-0.0136756593587506	0.904784140589515	1	MEturquoise
RPSAP11	0.262690785088415	0.019342262733053	1	MEturquoise
SULT2B1	0.641382133589229	1.91215729937651e-10	6.3655716496244e-07	MEturquoise
FAM138D	-0.115676885114515	0.310018377228621	1	MEturquoise
AC011476.1	-0.108833465586866	0.339701944300134	1	MEturquoise
FAM153B	0.372008805392235	0.000735989993481237	1	MEturquoise
NPAP1P6	-0.0923361225998343	0.418313178429133	1	MEturquoise
AC026774.1	0.839960709332515	3.87805465038464e-22	1.39454845227832e-18	MEturquoise
SCARA5	-0.361891780372834	0.00104869439855357	1	MEturquoise
GTF2A1L	0.27466783479059	0.0142974443935574	1	MEturquoise
TBC1D3G	0.109158972560541	0.338250848239843	1	MEturquoise
MIR758	0.565007569046399	5.81595166643902e-08	0.000184191189276124	MEturquoise
UBBP2	0.704307184212689	4.42654723038775e-13	1.52538817559162e-09	MEturquoise
LPCAT2BP	0.609871640253305	2.43307353448764e-09	7.94641816363664e-06	MEturquoise
AC011374.1	0.40604113651097	0.000205027919659444	0.546809461731737	MEturquoise
CR381670.1	-0.00647692319254601	0.954823095239417	1	MEturquoise
AL355922.2	-0.625634459587698	7.06421281086904e-10	2.32836454246244e-06	MEturquoise
UMODL1-AS1	0.469156439992372	1.29298347435956e-05	0.037315503070017	MEturquoise
AC239859.2	0.358380282571831	0.00118268760551376	1	MEturquoise
OTX1	0.0785975916997027	0.491124160285416	1	MEturquoise
SMPDL3B	-0.362282450757564	0.00103467197758062	1	MEturquoise
C4B	-0.547646058428234	1.75809053558715e-07	0.000548348438049633	MEturquoise
SLC39A2	-0.73517001824759	1.21686618995727e-14	4.23712807343121e-11	MEturquoise
WDR72	0.865704673802186	7.51435583118159e-25	2.73221978021763e-21	MEturquoise
AC129492.7	-0.198897003603566	0.0788734700889905	1	MEturquoise
LINC00523	0.679347017025509	5.8784080755395e-12	1.99571954164566e-08	MEturquoise
MTDHP3	0.191148205658239	0.0915109996251018	1	MEturquoise
DUSP5P1	0.15735233716173	0.166073770868936	1	MEturquoise
ARL6IP1P3	0.593661831060064	8.1018941368524e-09	2.62177294268544e-05	MEturquoise
SNCA-AS1	0.513602336550189	1.29442894077518e-06	0.00390270325643716	MEturquoise
SPATA48	0.713862979460247	1.53005967713039e-13	5.28482612480838e-10	MEturquoise
TPTEP1	-0.660709735607932	3.45738326102967e-11	1.16306372901038e-07	MEturquoise
AC135731.2	0.29499535898628	0.0083103484032975	1	MEturquoise
RNU1-1	-0.421239445321805	0.000110679507044246	0.301158938667393	MEturquoise
LINC00840	0.534837125688412	3.82346589167985e-07	0.00117724514804823	MEturquoise
AC067930.3	0.0765908577283205	0.502290471436851	1	MEturquoise
SYT2	0.939582565052875	1.36502098275751e-37	5.06559286701311e-34	MEturquoise
PCAT18	-0.568462828787501	4.63115410201848e-08	0.000147131765821127	MEturquoise
AL109910.2	0.625096235874426	7.37734534585144e-10	2.43083529145805e-06	MEturquoise
DNM1P31	0.16548384531141	0.144984473066785	1	MEturquoise
FCN2	0.524461128646826	7.01044900592141e-07	0.00213678485700485	MEturquoise
KMO	-0.15022694499565	0.186342423617897	1	MEturquoise
RNU1-51P	-0.0381596455047485	0.738465673757715	1	MEturquoise
AHNAK2	0.968839585077428	2.00214931745526e-48	7.49404489523505e-45	MEturquoise
SLCO2A1	0.145647599711871	0.200280791826405	1	MEturquoise
AC020558.2	-0.503540515698095	2.24275842246412e-06	0.00670360492474526	MEturquoise
IGLVI-38	-0.127216803164811	0.263886861358077	1	MEturquoise
FCGR3B	-0.230593414577757	0.0409009396324005	1	MEturquoise
MASP1	-0.346491903762283	0.00175934802108292	1	MEturquoise
DHX40P1	0.100378197462812	0.378758475443238	1	MEturquoise
AC005524.1	0.0976038771390209	0.392141411580089	1	MEturquoise
AP000547.3	-0.399439244625503	0.000265581574873306	0.699143966896061	MEturquoise
CBX3P6	0.492128497974614	4.0970899304627e-06	0.0121109978344477	MEturquoise
AC009081.2	0.726385932684106	3.55600478090659e-14	1.23571166136504e-10	MEturquoise
LANCL3	0.967478683449248	1.01222537570673e-47	3.78673513051886e-44	MEturquoise
NRN1	0.93690783925139	6.87976367332489e-37	2.54964041733421e-33	MEturquoise
AC024257.2	-0.147171466399329	0.195562065850144	1	MEturquoise
ZIC5	-0.882126860898156	6.81795128502006e-27	2.49332478493183e-23	MEturquoise
AC112198.2	-0.330323457171102	0.00294791530182385	1	MEturquoise
RNU6-367P	0.697896834968097	8.81949174028132e-13	3.02773151443858e-09	MEturquoise
AC005674.1	-0.510583772685734	1.52929799947008e-06	0.00459859908440653	MEturquoise
CYP17A1	0.666384041156645	2.04300018156493e-11	6.89103961241852e-08	MEturquoise
PKD1L2	0.323956369502715	0.0035858098476911	1	MEturquoise
ZNF705G	-0.399763657087846	0.000262258609519736	0.691838211913064	MEturquoise
AC131281.1	0.287676774952404	0.0101475045650966	1	MEturquoise
COL6A4P1	-0.451034609983252	3.0252034518641e-05	0.0856435097222727	MEturquoise
SOX1	-0.248255567085438	0.0273817513508542	1	MEturquoise
HAND1	-0.283698617175799	0.0112876793665659	1	MEturquoise
STK19B	-0.311780545099522	0.00515668369071699	1	MEturquoise
PCAT4	0.683151668489675	4.02918701855391e-12	1.37032650501018e-08	MEturquoise
AC069228.1	0.788370469408552	6.47987943445557e-18	2.29322933185383e-14	MEturquoise
PLPP4	-0.677394930368343	7.12000548489319e-12	2.41439385992728e-08	MEturquoise
CCDC172	-0.0762147198661223	0.504398011686661	1	MEturquoise
AC027612.1	0.390957637816516	0.000367448392531068	0.955365820580776	MEturquoise
RNU7-35P	0.327133348683856	0.00325358029889502	1	MEturquoise
AL731566.1	-0.0311825154439515	0.785003161842753	1	MEturquoise
TFF3	-0.357952307654217	0.00120003669039055	1	MEturquoise
KRT18P55	0.675838910361961	8.28634683579176e-12	2.80658567328267e-08	MEturquoise
OR52J1P	-2.09025847469192e-05	0.999854126834565	1	MEturquoise
GGT8P	0.622907501282475	8.79284998936992e-10	2.8928476465027e-06	MEturquoise
AC138932.5	0.0224797758157628	0.844105579728494	1	MEturquoise
PTCHD3	0.490987691214551	4.34631745425119e-06	0.0128259828074953	MEturquoise
RNU6ATAC6P	-0.616171242482855	1.49648179897991e-09	4.90097789165922e-06	MEturquoise
AC007423.1	-0.552774652006044	1.27631270932913e-07	0.000399485878020017	MEturquoise
SNHG31	-0.36393944766823	0.000977067997004765	1	MEturquoise
AC089998.1	0.370168850310054	0.000785614733152388	1	MEturquoise
ADRA1D	-0.221900087576072	0.0493642881521248	1	MEturquoise
PMS2P2	-0.0808943258819848	0.478506412766295	1	MEturquoise
TUBB8P11	0.50872390573679	1.69342090580247e-06	0.00508534298012483	MEturquoise
AC116609.2	-0.334641923570581	0.002575104333202	1	MEturquoise
FER1L6-AS2	0.78923750544743	5.6307926614631e-18	1.99442676069023e-14	MEturquoise
TMEM125	-0.508508057532345	1.71350794286872e-06	0.00514223733654903	MEturquoise
PDCD5P2	0.696728817749706	9.98045024074592e-13	3.42030029750363e-09	MEturquoise
AC010528.1	0.427474149174289	8.52103646997375e-05	0.234072871830179	MEturquoise
TP53TG3D	0.346311908569344	0.00176975303880737	1	MEturquoise
LINC01792	0.67145330435604	1.26451488996403e-11	4.27532484296839e-08	MEturquoise
AC008543.5	-0.465610348363624	1.53280342200535e-05	0.0440680983826538	MEturquoise
AC018635.1	0.0119809638708834	0.916538065058463	1	MEturquoise
RNU6ATAC28P	0.205593337609232	0.0691103260400218	1	MEturquoise
P2RX2	0.686843479280875	2.77757313052461e-12	9.46319165569735e-09	MEturquoise
MTND2P32	0.435333876944419	6.08309453378142e-05	0.168745042367096	MEturquoise
AC017002.1	-0.335087694397258	0.00253913685968088	1	MEturquoise
COL2A1	-0.877380849476686	2.84268572368416e-26	1.03758028914472e-22	MEturquoise
PPP1R2B	0.00175981822111154	0.987719206902722	1	MEturquoise
SLC18A1	-0.335290559533266	0.00252291811895454	1	MEturquoise
ACPP	-0.478129408889234	8.33503094927503e-06	0.0243382903718831	MEturquoise
PRKG1-AS1	-0.534450404016542	3.91226810999224e-07	0.00120302244382261	MEturquoise
C2orf91	-0.387268782392538	0.000422038980055058	1	MEturquoise
RAD51AP2	0.719772082921297	7.76126909394597e-14	2.68772748723349e-10	MEturquoise
AC103810.1	0.0443197808489093	0.698138385524155	1	MEturquoise
AC068473.3	-0.289276489018872	0.00971816255619736	1	MEturquoise
AC011352.1	0.420774080186639	0.000112838175111519	0.306806998128221	MEturquoise
TBC1D3E	0.302858960972533	0.00666782198432941	1	MEturquoise
DNAJA1P4	0.646384155858127	1.24267839286334e-10	4.15054583216355e-07	MEturquoise
CYP2A13	0.365759375103428	0.000917166663552227	1	MEturquoise
MIR539	0.667153301372358	1.90069359791331e-11	6.41294019935952e-08	MEturquoise
CHCHD2P9	-0.0344762489616634	0.762928795259105	1	MEturquoise
AIRN	0.539184393566038	2.94784908110987e-07	0.000912064505695393	MEturquoise
FGF10	0.818143059352237	3.44397793029812e-20	1.23122211008158e-16	MEturquoise
AC109326.1	-0.517402724224966	1.04692144975538e-06	0.00317112507130903	MEturquoise
OSTN	0.390894776345989	0.000368321736141736	0.957268192232372	MEturquoise
PRR5-ARHGAP8	0.616688797224712	1.43721461947604e-09	4.71262673726192e-06	MEturquoise
RPL29P11	-0.138789529957688	0.222525667336457	1	MEturquoise
MFAP5	-0.410649049147966	0.000170600184725882	0.45823209617372	MEturquoise
AC129507.1	-0.514721096882369	1.21636138989831e-06	0.0036709786747131	MEturquoise
SNRPGP17	0.526606174214062	6.19487405400787e-07	0.0018912950486886	MEturquoise
MSX2P1	0.745201538195778	3.39112921194994e-15	1.1855387724977e-11	MEturquoise
AL513175.1	-0.494246101373916	3.66965766977226e-06	0.0108621867025259	MEturquoise
AC120498.2	0.273908006478459	0.0145797321268993	1	MEturquoise
UBE2U	-0.196861039264673	0.0820506252526927	1	MEturquoise
TOPAZ1	0.298576691900233	0.00752279748541049	1	MEturquoise
CHRDL2	-0.237284581327756	0.035240192401015	1	MEturquoise
HSFX1	0.102344588207202	0.369441960054243	1	MEturquoise
PGLYRP2	0.629190130790099	5.293133631684e-10	1.74726341181889e-06	MEturquoise
HSPB9	0.57371822294374	3.25855071630669e-08	0.00010391518234302	MEturquoise
GATA6	-0.718598048286131	8.89396048985099e-14	3.07642093343946e-10	MEturquoise
AC126773.1	-0.388058339004742	0.000409765820713741	1	MEturquoise
TPSD1	0.403392712519548	0.000227602903468261	0.604058105804765	MEturquoise
MCOLN2	-0.335619191017382	0.00249684160820173	1	MEturquoise
GGT4P	0.394194725815499	0.000324957980004167	0.848465285790881	MEturquoise
FAR2P1	0.125877949831755	0.268987087299042	1	MEturquoise
METTL21C	0.614129445607327	1.75386808709921e-09	5.73865638098863e-06	MEturquoise
MIR4501	0.757432052100487	6.57439511737068e-16	2.30827012570884e-12	MEturquoise
CYP4Z2P	0.620910124183006	1.03081378497581e-09	3.38725409743051e-06	MEturquoise
AC125611.3	0.783177333322608	1.4826677891614e-17	5.23678263131805e-14	MEturquoise
